County & State,County,State,latitude,longitude
Murray CountyMN,Murray County,MN,44.0243398,-95.8142885
Murray CountyOK,Murray County,OK,34.4383273,-97.0498442
Muscatine CountyIA,Muscatine County,IA,41.5156913,-91.135302
Muscogee CountyGA,Muscogee County,GA,32.4794133,-84.8984775
Muskegon CountyMI,Muskegon County,MI,43.2831969,-86.7416374
Muskingum CountyOH,Muskingum County,OH,39.9478393,-81.9534815
Muskogee CountyOK,Muskogee County,OK,35.7111198,-95.3102505
Musselshell CountyMT,Musselshell County,MT,46.4218783,-108.4064758
Nacogdoches CountyTX,Nacogdoches County,TX,31.6353071,-94.645035
Naguabo MunicipioPR,Naguabo Municipio,PR,18.2141156,-65.7382758
Nance CountyNE,Nance County,NE,41.3995947,-98.0465185
Nantucket CountyMA,Nantucket County,MA,41.2853251,-70.0988002
Napa CountyCA,Napa County,CA,38.5024689,-122.2653887
Naranjito MunicipioPR,Naranjito Municipio,PR,18.302174,-66.2519206
Nash CountyNC,Nash County,NC,35.9597948,-77.973865
Nassau CountyFL,Nassau County,FL,30.5927334,-81.8224362
Nassau CountyNY,Nassau County,NY,40.6546145,-73.5594128
Natchitoches ParishLA,Natchitoches Parish,LA,31.6801229,-93.1779659
Natrona CountyWY,Natrona County,WY,42.8313837,-106.912251
Navajo CountyAZ,Navajo County,AZ,35.4019765,-110.1402594
Navarro CountyTX,Navarro County,TX,32.0991878,-96.4929797
Nelson CountyKY,Nelson County,KY,37.7647455,-85.4788065
Nelson CountyND,Nelson County,ND,47.9519514,-98.1259898
Nelson CountyVA,Nelson County,VA,37.7478599,-78.8835548
Nemaha CountyKS,Nemaha County,KS,39.7451077,-95.9832577
Nemaha CountyNE,Nemaha County,NE,40.4074745,-95.8142885
Neosho CountyKS,Neosho County,KS,37.6045688,-95.3102505
Neshoba CountyMS,Neshoba County,MS,32.8057157,-89.1705998
Ness CountyKS,Ness County,KS,38.4769509,-99.9912254
Nevada CountyAR,Nevada County,AR,33.6621386,-93.3388917
Nevada CountyCA,Nevada County,CA,39.1346666,-121.1710389
New Castle CountyDE,New Castle County,DE,39.5392979,-75.667356
New Hanover CountyNC,New Hanover County,NC,34.2154913,-77.8824596
New Haven CountyCT,New Haven County,CT,41.3266911,-72.8042797
New Kent CountyVA,New Kent County,VA,37.4653757,-76.964306
New London CountyCT,New London County,CT,41.5185189,-72.0468164
New Madrid CountyMO,New Madrid County,MO,36.5227538,-89.7755338
New York CountyNY,New York County,NY,40.7830603,-73.9712488
Newaygo CountyMI,Newaygo County,MI,43.5593582,-85.7666645
Newberry CountySC,Newberry County,SC,34.309094,-81.6035062
Newport CountyRI,Newport County,RI,41.5016969,-71.2399037
Newport News cityVA,Newport News city,VA,37.0870821,-76.4730122
Newton CountyAR,Newton County,AR,35.9603994,-93.1779659
Newton CountyGA,Newton County,GA,33.5544296,-83.8473015
Newton CountyIN,Newton County,IN,40.9703076,-87.4207518
Newton CountyMO,Newton County,MO,36.9618494,-94.315422
Newton CountyMS,Newton County,MS,32.4440058,-89.1705998
Newton CountyTX,Newton County,TX,30.9359604,-93.6623239
Nez Perce CountyID,Nez Perce County,ID,46.4181814,-116.622876
Niagara CountyNY,Niagara County,NY,43.3119496,-78.7476208
Nicholas CountyKY,Nicholas County,KY,38.3767625,-84.059029
Nicholas CountyWV,Nicholas County,WV,38.3307714,-80.7657804
Nicollet CountyMN,Nicollet County,MN,44.3572855,-94.2743628
Niobrara CountyWY,Niobrara County,WY,43.0212373,-104.4723301
Noble CountyIN,Noble County,IN,41.4277391,-85.354965
Noble CountyOH,Noble County,OH,39.7465639,-81.4278984
Noble CountyOK,Noble County,OK,36.4799034,-97.179026
Nobles CountyMN,Nobles County,MN,43.7196932,-95.8142885
Nodaway CountyMO,Nodaway County,MO,40.2907281,-94.8105955
Nolan CountyTX,Nolan County,TX,32.3818737,-100.3497895
Nome Census AreaAK,Nome Census Area,AK,64.8329974,-164.2566019
Norfolk cityVA,Norfolk city,VA,36.8507689,-76.2858726
Norfolk CountyMA,Norfolk County,MA,42.17668,-71.1448516
Norman CountyMN,Norman County,MN,47.3416805,-96.5313092
North Slope BoroughAK,North Slope Borough,AK,69.0578758,-152.8628274
Northampton CountyNC,Northampton County,NC,36.4159635,-77.4242972
Northampton CountyPA,Northampton County,PA,40.7749283,-75.294569
Northampton CountyVA,Northampton County,VA,37.226762,-75.9927652
Northumberland CountyPA,Northumberland County,PA,40.8674339,-76.6874701
Northumberland CountyVA,Northumberland County,VA,37.9035732,-76.4100267
Northwest Arctic BoroughAK,Northwest Arctic Borough,AK,67.2872981,-160.0342625
Norton cityVA,Norton city,VA,36.933433,-82.6290459
Norton CountyKS,Norton County,KS,39.7959566,-99.9912254
Nottoway CountyVA,Nottoway County,VA,37.1148487,-78.0195387
Nowata CountyOK,Nowata County,OK,36.7344388,-95.6457951
Noxubee CountyMS,Noxubee County,MS,33.1605608,-88.556531
Nuckolls CountyNE,Nuckolls County,NE,40.110932,-98.0465185
Nueces CountyTX,Nueces County,TX,27.7693351,-97.4814163
Nye CountyNV,Nye County,NV,38.5807111,-116.0413889
Oakland CountyMI,Oakland County,MI,42.5921924,-83.336188
Obion CountyTN,Obion County,TN,36.3469439,-89.1705998
O'Brien CountyIA,O'Brien County,IA,43.1131245,-95.6457951
Ocean CountyNJ,Ocean County,NJ,39.9652553,-74.3118212
Oceana CountyMI,Oceana County,MI,43.6656285,-86.6611083
Ochiltree CountyTX,Ochiltree County,TX,36.2921544,-100.8000051
Oconee CountyGA,Oconee County,GA,33.8231988,-83.4430118
Oconee CountySC,Oconee County,SC,34.749245,-82.9931607
Oconto CountyWI,Oconto County,WI,44.8332991,-88.0118473
Ogemaw CountyMI,Ogemaw County,MI,44.3270741,-84.1857115
Oglala Lakota CountySD,Oglala Lakota County,SD,43.2437442,-102.6216211
Ogle CountyIL,Ogle County,IL,41.9969811,-89.3226954
Oglethorpe CountyGA,Oglethorpe County,GA,33.9119731,-83.0361376
Ohio CountyIN,Ohio County,IN,38.9417259,-84.9609464
Ohio CountyKY,Ohio County,KY,37.5108523,-86.8220341
Ohio CountyWV,Ohio County,WV,40.1111311,-80.610489
Okaloosa CountyFL,Okaloosa County,FL,30.5773401,-86.6611083
Okanogan CountyWA,Okanogan County,WA,48.5896831,-119.6522139
Okeechobee CountyFL,Okeechobee County,FL,27.3462015,-80.8986502
Okfuskee CountyOK,Okfuskee County,OK,35.4878871,-96.3226072
Oklahoma CountyOK,Oklahoma County,OK,35.6038323,-97.3516558
Okmulgee CountyOK,Okmulgee County,OK,35.6795873,-95.9832577
Oktibbeha CountyMS,Oktibbeha County,MS,33.3886689,-88.90306
Oldham CountyKY,Oldham County,KY,38.3560025,-85.4788065
Oldham CountyTX,Oldham County,TX,35.4247226,-102.6216211
Oliver CountyND,Oliver County,ND,47.1217918,-101.342985
Olmsted CountyMN,Olmsted County,MN,43.995179,-92.3813621
Oneida CountyID,Oneida County,ID,42.2059769,-112.5245093
Oneida CountyNY,Oneida County,NY,43.2371798,-75.4344727
Oneida CountyWI,Oneida County,WI,45.6750801,-89.4616564
Onondaga CountyNY,Onondaga County,NY,43.026819,-76.1783739
Onslow CountyNC,Onslow County,NC,34.6540094,-77.4701972
Ontario CountyNY,Ontario County,NY,42.8509838,-77.2864879
Ontonagon CountyMI,Ontonagon County,MI,46.9794969,-89.5175108
Orange CountyCA,Orange County,CA,33.7174708,-117.8311428
Orange CountyFL,Orange County,FL,28.4844995,-81.2518833
Orange CountyIN,Orange County,IN,38.5169004,-86.4996546
Orange CountyNC,Orange County,NC,36.0263022,-79.1096901
Orange CountyNY,Orange County,NY,41.3911653,-74.3118212
Orange CountyTX,Orange County,TX,30.1484033,-93.8655303
Orange CountyVA,Orange County,VA,38.2426674,-77.973865
Orange CountyVT,Orange County,VT,44.0014186,-72.4003713
Orangeburg CountySC,Orangeburg County,SC,33.5635155,-81.0754657
Oregon CountyMO,Oregon County,MO,36.6870089,-91.443469
Orleans CountyNY,Orleans County,NY,43.4088624,-78.2020387
Orleans CountyVT,Orleans County,VT,44.8905506,-72.2603468
Orleans ParishLA,Orleans Parish,LA,29.9508941,-90.0758356
Orocovis MunicipioPR,Orocovis Municipio,PR,18.2276111,-66.3910084
Osage CountyKS,Osage County,KS,38.6009003,-95.6457951
Osage CountyMO,Osage County,MO,38.3853377,-91.9099238
Osage CountyOK,Osage County,OK,36.6189367,-96.2375947
Osborne CountyKS,Osborne County,KS,39.4051157,-98.7481167
Osceola CountyFL,Osceola County,FL,28.1019838,-81.0754657
Osceola CountyIA,Osceola County,IA,43.3851953,-95.6037465
Osceola CountyMI,Osceola County,MI,43.9257279,-85.354965
Oscoda CountyMI,Oscoda County,MI,44.6278903,-84.1857115
Oswego CountyNY,Oswego County,NY,43.482533,-76.1783739
Otero CountyCO,Otero County,CO,37.9397663,-103.6362715
Otero CountyNM,Otero County,NM,32.6341716,-105.5943388
Otoe CountyNE,Otoe County,NE,40.675971,-96.1102943
Otsego CountyMI,Otsego County,MI,45.0992063,-84.6482398
Otsego CountyNY,Otsego County,NY,42.5779779,-75.0611147
Ottawa CountyKS,Ottawa County,KS,39.1493836,-97.6982272
Ottawa CountyMI,Ottawa County,MI,42.953023,-86.0937312
Ottawa CountyOH,Ottawa County,OH,41.6268435,-82.9931607
Ottawa CountyOK,Ottawa County,OK,36.7710787,-94.8105955
Otter Tail CountyMN,Otter Tail County,MN,46.5189435,-95.8935983
Ouachita CountyAR,Ouachita County,AR,33.5828512,-92.9375739
Ouachita ParishLA,Ouachita Parish,LA,32.4271852,-92.2236667
Ouray CountyCO,Ouray County,CO,38.2016133,-107.763621
Outagamie CountyWI,Outagamie County,WI,44.4636545,-88.4016041
Overton CountyTN,Overton County,TN,36.3880346,-85.3136218
Owen CountyIN,Owen County,IN,39.3603429,-86.8220341
Owen CountyKY,Owen County,KY,38.4965261,-84.8150781
Owsley CountyKY,Owsley County,KY,37.4294933,-83.7199136
Owyhee CountyID,Owyhee County,ID,42.6827359,-116.0622892
Oxford CountyME,Oxford County,ME,44.4906897,-70.7840564
Ozark CountyMO,Ozark County,MO,36.6720061,-92.3813621
Ozaukee CountyWI,Ozaukee County,WI,43.3819496,-87.6186379
Pacific CountyWA,Pacific County,WA,46.5180824,-123.8264512
Page CountyIA,Page County,IA,40.7635099,-95.1432068
Page CountyVA,Page County,VA,38.6301331,-78.52065
Palm Beach CountyFL,Palm Beach County,FL,26.6514503,-80.2767327
Palo Alto CountyIA,Palo Alto County,IA,43.1580878,-94.645035
Palo Pinto CountyTX,Palo Pinto County,TX,32.7074673,-98.3964938
Pamlico CountyNC,Pamlico County,NC,35.1337865,-76.6874701
Panola CountyMS,Panola County,MS,34.4198016,-89.9253233
Panola CountyTX,Panola County,TX,32.1920035,-94.315422
Park CountyCO,Park County,CO,39.0897928,-105.5943388
Park CountyMT,Park County,MT,45.4788485,-110.6082522
Park CountyWY,Park County,WY,44.6782103,-109.4579855
Parke CountyIN,Parke County,IN,39.6992946,-87.1422895
Parker CountyTX,Parker County,TX,32.7415519,-97.87216
Parmer CountyTX,Parmer County,TX,34.4604292,-102.7135121
Pasco CountyFL,Pasco County,FL,28.3232418,-82.4319405
Pasquotank CountyNC,Pasquotank County,NC,36.2927068,-76.317414
Passaic CountyNJ,Passaic County,NJ,41.1231647,-74.3587473
Patillas MunicipioPR,Patillas Municipio,PR,18.0064555,-66.0158002
Patrick CountyVA,Patrick County,VA,36.6886252,-80.3213106
Paulding CountyGA,Paulding County,GA,33.9142037,-84.8984775
Paulding CountyOH,Paulding County,OH,41.0783882,-84.6897495
Pawnee CountyKS,Pawnee County,KS,38.2017581,-99.2785583
Pawnee CountyNE,Pawnee County,NE,40.1025817,-96.195132
Pawnee CountyOK,Pawnee County,OK,36.2918339,-96.7065914
Payette CountyID,Payette County,ID,44.0205185,-116.7205398
Payne CountyOK,Payne County,OK,36.1449988,-97.0068393
Peach CountyGA,Peach County,GA,32.5892926,-83.8260884
Pearl River CountyMS,Pearl River County,MS,30.8034081,-89.6251646
Pecos CountyTX,Pecos County,TX,30.8253214,-102.6216211
Pembina CountyND,Pembina County,ND,48.7199939,-97.4487964
Pemiscot CountyMO,Pemiscot County,MO,36.2195399,-89.8130356
Pend Oreille CountyWA,Pend Oreille County,WA,48.4359065,-117.3173375
Pender CountyNC,Pender County,NC,34.5170729,-77.8367282
Pendleton CountyKY,Pendleton County,KY,38.7283386,-84.3962535
Pendleton CountyWV,Pendleton County,WV,38.7451767,-79.2902133
Pennington CountyMN,Pennington County,MN,48.0391802,-96.075015
Pennington CountySD,Pennington County,SD,43.8901111,-102.2547919
Penobscot CountyME,Penobscot County,ME,45.3230777,-68.5806727
Peñuelas MunicipioPR,Peñuelas Municipio,PR,18.0727974,-66.7248247
Peoria CountyIL,Peoria County,IL,40.7156396,-89.7755338
Pepin CountyWI,Pepin County,WI,44.6451183,-92.027319
Perkins CountyNE,Perkins County,NE,40.7922353,-101.4339148
Perkins CountySD,Perkins County,SD,45.3888403,-102.3224308
Perquimans CountyNC,Perquimans County,NC,36.1329763,-76.4100267
Perry CountyAL,Perry County,AL,32.598888,-87.3016132
Perry CountyAR,Perry County,AR,34.96032,-92.8976254
Perry CountyIL,Perry County,IL,38.0612022,-89.3226954
Perry CountyIN,Perry County,IN,38.0159043,-86.6611083
Perry CountyKY,Perry County,KY,37.3160706,-83.2077645
Perry CountyMO,Perry County,MO,37.723555,-89.7755338
Perry CountyMS,Perry County,MS,31.1673115,-89.0179332
Perry CountyOH,Perry County,OH,39.7641353,-82.2583297
Perry CountyPA,Perry County,PA,40.371376,-77.2405153
Perry CountyTN,Perry County,TN,35.6786596,-87.8942451
Pershing CountyNV,Pershing County,NV,40.5685952,-118.4863963
Person CountyNC,Person County,NC,36.3528221,-78.9288242
Petersburg BoroughAK,Petersburg Borough,AK,57.3778522,-132.9752057
Petersburg cityVA,Petersburg city,VA,37.2279279,-77.4019267
Petroleum CountyMT,Petroleum County,MT,47.1565346,-108.3203282
Pettis CountyMO,Pettis County,MO,38.6893153,-93.3388917
Phelps CountyMO,Phelps County,MO,37.8806538,-91.7538817
Phelps CountyNE,Phelps County,NE,40.4903536,-99.456155
Philadelphia CountyPA,Philadelphia County,PA,39.9525839,-75.1652215
Phillips CountyAR,Phillips County,AR,34.4611206,-90.8675134
Phillips CountyCO,Phillips County,CO,40.5371334,-102.3463875
Phillips CountyKS,Phillips County,KS,39.766638,-99.3673084
Phillips CountyMT,Phillips County,MT,48.4519289,-107.8777779
Piatt CountyIL,Piatt County,IL,40.0543526,-88.556531
Pickaway CountyOH,Pickaway County,OH,39.687828,-82.9931607
Pickens CountyAL,Pickens County,AL,33.3339954,-88.0900762
Pickens CountyGA,Pickens County,GA,34.4497166,-84.4592701
Pickens CountySC,Pickens County,SC,34.9046217,-82.6483442
Pickett CountyTN,Pickett County,TN,36.5541091,-85.1479364
Pierce CountyGA,Pierce County,GA,31.343806,-82.1713632
Pierce CountyND,Pierce County,ND,48.0379438,-100.0575335
Pierce CountyNE,Pierce County,NE,42.2257474,-97.5247243
Pierce CountyWA,Pierce County,WA,47.0675877,-122.1295269
Pierce CountyWI,Pierce County,WI,44.7508921,-92.3813621
Pike CountyAL,Pike County,AL,31.8395163,-86.0121573
Pike CountyAR,Pike County,AR,34.1876975,-93.6623239
Pike CountyGA,Pike County,GA,33.0881873,-84.3962535
Pike CountyIL,Pike County,IL,39.5662363,-90.8294002
Pike CountyIN,Pike County,IN,38.4110583,-87.2618328
Pike CountyKY,Pike County,KY,37.4842087,-82.4752757
Pike CountyMO,Pike County,MO,39.3964742,-91.2891036
Pike CountyMS,Pike County,MS,31.1704959,-90.3748354
Pike CountyOH,Pike County,OH,39.0713471,-83.0361376
Pike CountyPA,Pike County,PA,41.3361875,-75.0611147
Pima CountyAZ,Pima County,AZ,32.057499,-111.6660725
Pinal CountyAZ,Pinal County,AZ,32.8162061,-111.2845025
Pine CountyMN,Pine County,MN,46.0983087,-92.8070708
Pinellas CountyFL,Pinellas County,FL,27.876394,-82.7778579
Pipestone CountyMN,Pipestone County,MN,43.9973355,-96.3226072
Piscataquis CountyME,Piscataquis County,ME,45.7049857,-69.3375071
Pitkin CountyCO,Pitkin County,CO,39.159101,-106.8178377
Pitt CountyNC,Pitt County,NC,35.5589221,-77.4242972
Pittsburg CountyOK,Pittsburg County,OK,34.9879281,-95.8142885
Pittsylvania CountyVA,Pittsylvania County,VA,36.7440186,-79.4703885
Piute CountyUT,Piute County,UT,38.3997408,-112.1430215
Placer CountyCA,Placer County,CA,39.0915751,-120.8039474
Plaquemines ParishLA,Plaquemines Parish,LA,29.3240045,-89.4742177
Platte CountyMO,Platte County,MO,39.3475649,-94.7691586
Platte CountyNE,Platte County,NE,41.59406,-97.5247243
Platte CountyWY,Platte County,WY,42.0505555,-104.8454619
Pleasants CountyWV,Pleasants County,WV,39.3761707,-81.1416691
Plumas CountyCA,Plumas County,CA,39.9926832,-120.8039474
Plymouth CountyIA,Plymouth County,IA,42.776665,-96.1526985
Plymouth CountyMA,Plymouth County,MA,41.9120406,-70.7168469
Pocahontas CountyIA,Pocahontas County,IA,42.6918039,-94.645035
Pocahontas CountyWV,Pocahontas County,WV,38.3101706,-80.0087746
Poinsett CountyAR,Poinsett County,AR,35.6078586,-90.6393702
Pointe Coupee ParishLA,Pointe Coupee Parish,LA,30.6102166,-91.5983959
Polk CountyAR,Polk County,AR,34.5268097,-94.1513764
Polk CountyFL,Polk County,FL,27.8617347,-81.6911559
Polk CountyGA,Polk County,GA,34.0132398,-85.1479364
Polk CountyIA,Polk County,IA,41.6278423,-93.5003454
Polk CountyMN,Polk County,MN,47.6635085,-96.4170534
Polk CountyMO,Polk County,MO,37.6766686,-93.3388917
Polk CountyNC,Polk County,NC,35.2686842,-82.1713632
Polk CountyNE,Polk County,NE,41.1526688,-97.5680595
Polk CountyOR,Polk County,OR,44.9266528,-123.4919256
Polk CountyTN,Polk County,TN,35.1371578,-84.564147
Polk CountyTX,Polk County,TX,30.7150882,-94.8105955
Polk CountyWI,Polk County,WI,45.4259345,-92.3388439
Ponce MunicipioPR,Ponce Municipio,PR,18.0033124,-66.6240293
Pondera CountyMT,Pondera County,MT,48.2321517,-112.2886317
Pontotoc CountyMS,Pontotoc County,MS,34.2382446,-89.0179332
Pontotoc CountyOK,Pontotoc County,OK,34.7685043,-96.663812
Pope CountyAR,Pope County,AR,35.440627,-93.0175712
Pope CountyIL,Pope County,IL,37.417132,-88.5951751
Pope CountyMN,Pope County,MN,45.5472257,-95.4363717
Poquoson cityVA,Poquoson city,VA,37.1223664,-76.3457773
Portage CountyOH,Portage County,OH,41.1887572,-81.2518833
Portage CountyWI,Portage County,WI,43.5391486,-89.4626202
Porter CountyIN,Porter County,IN,41.5248577,-87.1023746
Portsmouth cityVA,Portsmouth city,VA,36.8354258,-76.2982742
Posey CountyIN,Posey County,IN,38.0020359,-87.8942451
Pottawatomie CountyKS,Pottawatomie County,KS,39.3976344,-96.3226072
Pottawatomie CountyOK,Pottawatomie County,OK,35.275439,-97.0068393
Pottawattamie CountyIA,Pottawattamie County,IA,41.3911501,-95.4777811
