County & State,County,State,latitude,longitude,optimal_customer_rate,anticipated_win_rate,target_margin,anticipated_provider_rate
Grundy CountyIL,Grundy County,IL,41.3500531,-88.4016041,950,0.50,0.95,42
Grundy CountyMO,Grundy County,MO,40.1743786,-93.5003454,950,0.50,0.95,42
Grundy CountyTN,Grundy County,TN,35.4013452,-85.684578,950,0.50,0.95,42
Guadalupe CountyNM,Guadalupe County,NM,34.8235801,-104.8454619,950,0.50,0.95,42
Guadalupe CountyTX,Guadalupe County,TX,29.6477307,-97.87216,950,0.50,0.95,42
Guánica MunicipioPR,Guánica Municipio,PR,17.9678199,-66.9382831,950,0.50,0.95,42
Guayama MunicipioPR,Guayama Municipio,PR,17.9752553,-66.1153911,950,0.50,0.95,42
Guayanilla MunicipioPR,Guayanilla Municipio,PR,18.017164,-66.7901149,950,0.50,0.95,42
Guaynabo MunicipioPR,Guaynabo Municipio,PR,18.3260175,-66.1058343,950,0.50,0.95,42
Guernsey CountyOH,Guernsey County,OH,40.0731129,-81.4278984,950,0.50,0.95,42
Guilford CountyNC,Guilford County,NC,36.0899873,-79.8296743,950,0.50,0.95,42
Gulf CountyFL,Gulf County,FL,29.9342893,-85.2308414,950,0.50,0.95,42
Gunnison CountyCO,Gunnison County,CO,38.6437083,-107.0067031,950,0.50,0.95,42
Gurabo MunicipioPR,Gurabo Municipio,PR,18.2537209,-65.977118,950,0.50,0.95,42
Guthrie CountyIA,Guthrie County,IA,41.7530909,-94.479976,950,0.50,0.95,42
Gwinnett CountyGA,Gwinnett County,GA,33.9190653,-84.0167423,950,0.50,0.95,42
Haakon CountySD,Haakon County,SD,44.2671365,-101.5248055,950,0.50,0.95,42
Habersham CountyGA,Habersham County,GA,34.6478893,-83.5496566,950,0.50,0.95,42
Haines BoroughAK,Haines Borough,AK,59.1392237,-135,950,0.50,0.95,42
Hale CountyAL,Hale County,AL,32.7859102,-87.6186379,950,0.50,0.95,42
Hale CountyTX,Hale County,TX,34.1064941,-101.8891721,950,0.50,0.95,42
Halifax CountyNC,Halifax County,NC,36.2646764,-77.6077865,950,0.50,0.95,42
Halifax CountyVA,Halifax County,VA,36.6945049,-78.9288242,950,0.50,0.95,42
Hall CountyGA,Hall County,GA,34.30778,-83.804868,950,0.50,0.95,42
Hall CountyNE,Hall County,NE,40.8817333,-98.5721016,950,0.50,0.95,42
Hall CountyTX,Hall County,TX,34.4793521,-100.7097867,950,0.50,0.95,42
Hamblen CountyTN,Hamblen County,TN,36.2054334,-83.2934086,950,0.50,0.95,42
Hamilton CountyFL,Hamilton County,FL,30.4755958,-82.9501558,950,0.50,0.95,42
Hamilton CountyIA,Hamilton County,IA,42.4141275,-93.6623239,950,0.50,0.95,42
Hamilton CountyIL,Hamilton County,IL,38.0543187,-88.556531,950,0.50,0.95,42
Hamilton CountyIN,Hamilton County,IN,40.0372797,-86.0529604,950,0.50,0.95,42
Hamilton CountyKS,Hamilton County,KS,37.9741668,-101.7979613,950,0.50,0.95,42
Hamilton CountyNE,Hamilton County,NE,40.8825924,-98.0028892,950,0.50,0.95,42
Hamilton CountyNY,Hamilton County,NY,43.4764406,-74.4056612,950,0.50,0.95,42
Hamilton CountyOH,Hamilton County,OH,39.2355447,-84.564147,950,0.50,0.95,42
Hamilton CountyTN,Hamilton County,TN,35.1618966,-85.1479364,950,0.50,0.95,42
Hamilton CountyTX,Hamilton County,TX,31.6368668,-98.2212979,950,0.50,0.95,42
Hamlin CountySD,Hamlin County,SD,44.6998712,-97.179026,950,0.50,0.95,42
Hampden CountyMA,Hampden County,MA,42.1172314,-72.6624209,950,0.50,0.95,42
Hampshire CountyMA,Hampshire County,MA,42.3471357,-72.6624209,950,0.50,0.95,42
Hampshire CountyWV,Hampshire County,WV,39.3349019,-78.5660852,950,0.50,0.95,42
Hampton CityVA,Hampton City,VA,37.0298687,-76.3452218,950,0.50,0.95,42
Hampton CountySC,Hampton County,SC,32.8084577,-81.1196075,950,0.50,0.95,42
Hancock CountyGA,Hancock County,GA,33.2882621,-83.0361376,950,0.50,0.95,42
Hancock CountyIA,Hancock County,IA,43.0387322,-93.6623239,950,0.50,0.95,42
Hancock CountyIL,Hancock County,IL,40.3849365,-91.135302,950,0.50,0.95,42
Hancock CountyIN,Hancock County,IN,39.8249915,-85.8486236,950,0.50,0.95,42
Hancock CountyKY,Hancock County,KY,37.8280909,-86.761749,950,0.50,0.95,42
Hancock CountyME,Hancock County,ME,44.5770308,-68.3566918,950,0.50,0.95,42
Hancock CountyMS,Hancock County,MS,30.3887582,-89.5120084,950,0.50,0.95,42
Hancock CountyOH,Hancock County,OH,41.0273131,-83.6773928,950,0.50,0.95,42
Hancock CountyTN,Hancock County,TN,36.5456022,-83.2077645,950,0.50,0.95,42
Hancock CountyWV,Hancock County,WV,40.5123559,-80.5660657,950,0.50,0.95,42
Hand CountySD,Hand County,SD,44.494661,-99.0128926,950,0.50,0.95,42
Hanover CountyVA,Hanover County,VA,37.7772071,-77.5160788,950,0.50,0.95,42
Hansford CountyTX,Hansford County,TX,36.3183749,-101.4339148,950,0.50,0.95,42
Hanson CountySD,Hanson County,SD,43.6082107,-97.6982272,950,0.50,0.95,42
Haralson CountyGA,Haralson County,GA,33.7922562,-85.1894045,950,0.50,0.95,42
Hardee CountyFL,Hardee County,FL,27.4501733,-81.8224362,950,0.50,0.95,42
Hardeman CountyTN,Hardeman County,TN,35.1229172,-89.0179332,950,0.50,0.95,42
Hardeman CountyTX,Hardeman County,TX,34.2177242,-99.634135,950,0.50,0.95,42
Hardin CountyIA,Hardin County,IA,42.4285425,-93.1779659,950,0.50,0.95,42
Hardin CountyIL,Hardin County,IL,37.4995097,-88.362785,950,0.50,0.95,42
Hardin CountyKY,Hardin County,KY,37.6565708,-86.0121573,950,0.50,0.95,42
Hardin CountyOH,Hardin County,OH,40.704961,-83.6773928,950,0.50,0.95,42
Hardin CountyTN,Hardin County,TN,35.1142443,-88.2461183,950,0.50,0.95,42
Hardin CountyTX,Hardin County,TX,30.364764,-94.315422,950,0.50,0.95,42
Harding CountyNM,Harding County,NM,35.8925537,-103.8216261,950,0.50,0.95,42
Harding CountySD,Harding County,SD,45.5482666,-103.5995692,950,0.50,0.95,42
Hardy CountyWV,Hardy County,WV,39.0416116,-78.9288242,950,0.50,0.95,42
Harford CountyMD,Harford County,MD,39.5838964,-76.3637285,950,0.50,0.95,42
Harlan CountyKY,Harlan County,KY,36.8890304,-83.2077645,950,0.50,0.95,42
Harlan CountyNE,Harlan County,NE,40.1665848,-99.456155,950,0.50,0.95,42
Harmon CountyOK,Harmon County,OK,34.7305114,-99.8124935,950,0.50,0.95,42
Harnett CountyNC,Harnett County,NC,35.3578648,-78.8835548,950,0.50,0.95,42
Harney CountyOR,Harney County,OR,43.1423225,-119.0116305,950,0.50,0.95,42
Harper CountyKS,Harper County,KS,37.1096002,-98.0465185,950,0.50,0.95,42
Harper CountyOK,Harper County,OK,36.8203755,-99.634135,950,0.50,0.95,42
Harris CountyGA,Harris County,GA,32.7032697,-84.8567932,950,0.50,0.95,42
Harris CountyTX,Harris County,TX,29.7751825,-95.3102505,950,0.50,0.95,42
Harrison CountyIA,Harrison County,IA,41.6933855,-95.8142885,950,0.50,0.95,42
Harrison CountyIN,Harrison County,IN,38.1701136,-86.1751759,950,0.50,0.95,42
Harrison CountyKY,Harrison County,KY,38.4333045,-84.3542049,950,0.50,0.95,42
Harrison CountyMO,Harrison County,MO,40.3219529,-93.9878427,950,0.50,0.95,42
Harrison CountyMS,Harrison County,MS,30.432087,-89.0179332,950,0.50,0.95,42
Harrison CountyOH,Harrison County,OH,40.3340479,-81.1196075,950,0.50,0.95,42
Harrison CountyTX,Harrison County,TX,32.5539228,-94.315422,950,0.50,0.95,42
Harrison CountyWV,Harrison County,WV,39.3348126,-80.365865,950,0.50,0.95,42
Harrisonburg cityVA,Harrisonburg city,VA,38.4460017,-78.8697826,950,0.50,0.95,42
Hart CountyGA,Hart County,GA,34.3500039,-82.9501558,950,0.50,0.95,42
Hart CountyKY,Hart County,KY,37.3101304,-85.8486236,950,0.50,0.95,42
Hartford CountyCT,Hartford County,CT,41.7924343,-72.8042797,950,0.50,0.95,42
Hartley CountyTX,Hartley County,TX,35.8647957,-102.5298028,950,0.50,0.95,42
Harvey CountyKS,Harvey County,KS,38.0025215,-97.3516558,950,0.50,0.95,42
Haskell CountyKS,Haskell County,KS,37.5588285,-100.8903099,950,0.50,0.95,42
Haskell CountyOK,Haskell County,OK,35.2393825,-95.1015225,950,0.50,0.95,42
Haskell CountyTX,Haskell County,TX,33.1403423,-99.8124935,950,0.50,0.95,42
Hatillo MunicipioPR,Hatillo Municipio,PR,18.4873934,-66.8252458,950,0.50,0.95,42
Hawaii CountyHI,Hawaii County,HI,19.5429151,-155.6658568,950,0.50,0.95,42
Hawkins CountyTN,Hawkins County,TN,36.4445545,-82.9501558,950,0.50,0.95,42
Hayes CountyNE,Hayes County,NE,40.5070797,-101.0711758,950,0.50,0.95,42
Hays CountyTX,Hays County,TX,30.0537607,-98.0028892,950,0.50,0.95,42
Haywood CountyNC,Haywood County,NC,35.624394,-82.9931607,950,0.50,0.95,42
Haywood CountyTN,Haywood County,TN,35.6513888,-89.3226954,950,0.50,0.95,42
Heard CountyGA,Heard County,GA,33.2990406,-85.1479364,950,0.50,0.95,42
Hemphill CountyTX,Hemphill County,TX,35.9022267,-100.3497895,950,0.50,0.95,42
Hempstead CountyAR,Hempstead County,AR,33.6530112,-93.6623239,950,0.50,0.95,42
Henderson CountyIL,Henderson County,IL,40.8335548,-90.9438468,950,0.50,0.95,42
Henderson CountyKY,Henderson County,KY,37.7415161,-87.5791287,950,0.50,0.95,42
Henderson CountyNC,Henderson County,NC,35.3725873,-82.4319405,950,0.50,0.95,42
Henderson CountyTN,Henderson County,TN,35.6427245,-88.4016041,950,0.50,0.95,42
Henderson CountyTX,Henderson County,TX,32.1321367,-95.8142885,950,0.50,0.95,42
Hendricks CountyIN,Hendricks County,IN,39.8064942,-86.5400674,950,0.50,0.95,42
Hendry CountyFL,Hendry County,FL,26.6105319,-81.0754657,950,0.50,0.95,42
Hennepin CountyMN,Hennepin County,MN,45.0208911,-93.5094574,950,0.50,0.95,42
Henrico CountyVA,Henrico County,VA,37.5059332,-77.3324425,950,0.50,0.95,42
Henry CountyAL,Henry County,AL,31.4469377,-85.1894045,950,0.50,0.95,42
Henry CountyGA,Henry County,GA,33.4347963,-84.1435136,950,0.50,0.95,42
Henry CountyIA,Henry County,IA,41.0283603,-91.5983959,950,0.50,0.95,42
Henry CountyIL,Henry County,IL,41.361088,-90.0746767,950,0.50,0.95,42
Henry CountyIN,Henry County,IN,39.9704844,-85.354965,950,0.50,0.95,42
Henry CountyKY,Henry County,KY,38.4268385,-85.1479364,950,0.50,0.95,42
Henry CountyMO,Henry County,MO,38.3386592,-93.8248241,950,0.50,0.95,42
Henry CountyOH,Henry County,OH,41.3659897,-84.0167423,950,0.50,0.95,42
Henry CountyTN,Henry County,TN,36.3369938,-88.2461183,950,0.50,0.95,42
Henry CountyVA,Henry County,VA,36.6588867,-79.9640339,950,0.50,0.95,42
Herkimer CountyNY,Herkimer County,NY,43.1630587,-74.8741045,950,0.50,0.95,42
Hernando CountyFL,Hernando County,FL,28.5578826,-82.4752757,950,0.50,0.95,42
Hertford CountyNC,Hertford County,NC,36.3761772,-77.0564464,950,0.50,0.95,42
Hettinger CountyND,Hettinger County,ND,46.3771987,-102.4557007,950,0.50,0.95,42
Hickman CountyKY,Hickman County,KY,36.6482184,-88.9796776,950,0.50,0.95,42
Hickman CountyTN,Hickman County,TN,35.8012797,-87.460397,950,0.50,0.95,42
Hickory CountyMO,Hickory County,MO,37.9747242,-93.2986106,950,0.50,0.95,42
Hidalgo CountyNM,Hidalgo County,NM,31.93552,-108.7125791,950,0.50,0.95,42
Hidalgo CountyTX,Hidalgo County,TX,26.4656319,-98.2212979,950,0.50,0.95,42
Highland CountyOH,Highland County,OH,39.2228606,-83.5070203,950,0.50,0.95,42
Highland CountyVA,Highland County,VA,38.3999743,-79.6052884,950,0.50,0.95,42
Highlands CountyFL,Highlands County,FL,27.3688418,-81.2518833,950,0.50,0.95,42
Hill CountyMT,Hill County,MT,48.7488096,-110.0350874,950,0.50,0.95,42
Hill CountyTX,Hill County,TX,32.0621768,-97.179026,950,0.50,0.95,42
Hillsborough CountyFL,Hillsborough County,FL,27.9903597,-82.3017728,950,0.50,0.95,42
Hillsborough CountyNH,Hillsborough County,NH,42.8334794,-71.6673352,950,0.50,0.95,42
Hillsdale CountyMI,Hillsdale County,MI,41.8685961,-84.5222189,950,0.50,0.95,42
Hinds CountyMS,Hinds County,MS,32.2648353,-90.3748354,950,0.50,0.95,42
Hinsdale CountyCO,Hinsdale County,CO,37.9316309,-107.3848831,950,0.50,0.95,42
Hitchcock CountyNE,Hitchcock County,NE,40.1844599,-101.0711758,950,0.50,0.95,42
Hocking CountyOH,Hocking County,OH,39.4909358,-82.4752757,950,0.50,0.95,42
Hockley CountyTX,Hockley County,TX,33.6212592,-102.3463875,950,0.50,0.95,42
Hodgeman CountyKS,Hodgeman County,KS,38.1429747,-99.9912254,950,0.50,0.95,42
Hoke CountyNC,Hoke County,NC,35.0432488,-79.2451149,950,0.50,0.95,42
Holmes CountyFL,Holmes County,FL,30.8740806,-85.80766,950,0.50,0.95,42
Holmes CountyMS,Holmes County,MS,33.168866,-90.0746767,950,0.50,0.95,42
Holmes CountyOH,Holmes County,OH,40.5540928,-81.909826,950,0.50,0.95,42
Holt CountyMO,Holt County,MO,40.0704458,-95.1849219,950,0.50,0.95,42
Holt CountyNE,Holt County,NE,42.3803308,-98.6600586,950,0.50,0.95,42
Honolulu CountyHI,Honolulu County,HI,21.400298,-158.0477509,950,0.50,0.95,42
Hood CountyTX,Hood County,TX,32.4296296,-97.8286368,950,0.50,0.95,42
Hood River CountyOR,Hood River County,OR,45.5605475,-121.6378798,950,0.50,0.95,42
Hooker CountyNE,Hooker County,NE,41.9368476,-101.0711758,950,0.50,0.95,42
Hoonah-Angoon Census AreaAK,Hoonah-Angoon Census Area,AK,58.3176505,-136.0390896,950,0.50,0.95,42
Hopewell cityVA,Hopewell city,VA,37.3043154,-77.2872001,950,0.50,0.95,42
Hopkins CountyKY,Hopkins County,KY,37.3153093,-87.5791287,950,0.50,0.95,42
Hopkins CountyTX,Hopkins County,TX,33.2282942,-95.4777811,950,0.50,0.95,42
Hormigueros MunicipioPR,Hormigueros Municipio,PR,18.1406556,-67.1228367,950,0.50,0.95,42
Horry CountySC,Horry County,SC,33.9196567,-78.9288242,950,0.50,0.95,42
Hot Spring CountyAR,Hot Spring County,AR,34.3393795,-92.9775558,950,0.50,0.95,42
Hot Springs CountyWY,Hot Springs County,WY,43.658734,-108.326784,950,0.50,0.95,42
Houghton CountyMI,Houghton County,MI,47.0499507,-88.6148185,950,0.50,0.95,42
Houston CountyAL,Houston County,AL,31.1318686,-85.3136218,950,0.50,0.95,42
Houston CountyGA,Houston County,GA,32.4219655,-83.634843,950,0.50,0.95,42
Houston CountyMN,Houston County,MN,43.7051652,-91.443469,950,0.50,0.95,42
Houston CountyTN,Houston County,TN,36.283619,-87.658113,950,0.50,0.95,42
Houston CountyTX,Houston County,TX,31.2377559,-95.4777811,950,0.50,0.95,42
Howard CountyAR,Howard County,AR,34.1318213,-94.028678,950,0.50,0.95,42
Howard CountyIA,Howard County,IA,43.3819496,-92.3813621,950,0.50,0.95,42
Howard CountyIN,Howard County,IN,40.4482767,-86.1344697,950,0.50,0.95,42
Howard CountyMD,Howard County,MD,39.2873463,-76.964306,950,0.50,0.95,42
Howard CountyMO,Howard County,MO,39.2064126,-92.6983868,950,0.50,0.95,42
Howard CountyNE,Howard County,NE,41.2020435,-98.5721016,950,0.50,0.95,42
Howard CountyTX,Howard County,TX,32.2875944,-101.4339148,950,0.50,0.95,42
Howell CountyMO,Howell County,MO,36.8527979,-91.9099238,950,0.50,0.95,42
Hubbard CountyMN,Hubbard County,MN,47.1860527,-94.9411423,950,0.50,0.95,42
Hudson CountyNJ,Hudson County,NJ,40.7453199,-74.0535126,950,0.50,0.95,42
Hudspeth CountyTX,Hudspeth County,TX,31.5707433,-105.5943388,950,0.50,0.95,42
Huerfano CountyCO,Huerfano County,CO,37.6125984,-104.9388853,950,0.50,0.95,42
Hughes CountyOK,Hughes County,OK,35.1380279,-96.3226072,950,0.50,0.95,42
Hughes CountySD,Hughes County,SD,44.3535022,-99.8124935,950,0.50,0.95,42
Humacao MunicipioPR,Humacao Municipio,PR,18.1551337,-65.8203943,950,0.50,0.95,42
Humboldt CountyCA,Humboldt County,CA,40.7450055,-123.8695086,950,0.50,0.95,42
Humboldt CountyIA,Humboldt County,IA,42.7482597,-94.19234,950,0.50,0.95,42
Humboldt CountyNV,Humboldt County,NV,41.5931459,-118.5500954,950,0.50,0.95,42
Humphreys CountyMS,Humphreys County,MS,33.1677834,-90.5257823,950,0.50,0.95,42
Humphreys CountyTN,Humphreys County,TN,36.0245773,-87.7369607,950,0.50,0.95,42
Hunt CountyTX,Hunt County,TX,33.1967938,-96.1526985,950,0.50,0.95,42
Hunterdon CountyNJ,Hunterdon County,NJ,40.5669515,-74.9208772,950,0.50,0.95,42
Huntingdon CountyPA,Huntingdon County,PA,40.4155273,-78.0195387,950,0.50,0.95,42
Huntington CountyIN,Huntington County,IN,40.7911217,-85.520024,950,0.50,0.95,42
Huron CountyMI,Huron County,MI,43.9466791,-82.820974,950,0.50,0.95,42
Huron CountyOH,Huron County,OH,41.1266687,-82.6483442,950,0.50,0.95,42
Hutchinson CountySD,Hutchinson County,SD,43.3017202,-97.6982272,950,0.50,0.95,42
Hutchinson CountyTX,Hutchinson County,TX,35.8031909,-101.4339148,950,0.50,0.95,42
Hyde CountyNC,Hyde County,NC,35.3777712,-76.1783739,950,0.50,0.95,42
Hyde CountySD,Hyde County,SD,44.5334083,-99.456155,950,0.50,0.95,42
Iberia ParishLA,Iberia Parish,LA,29.4992629,-91.7538817,950,0.50,0.95,42
Iberville ParishLA,Iberville Parish,LA,30.2899179,-91.4048249,950,0.50,0.95,42
Ida CountyIA,Ida County,IA,42.3418685,-95.4777811,950,0.50,0.95,42
Idaho CountyID,Idaho County,ID,45.9019541,-115.7237432,950,0.50,0.95,42
Imperial CountyCA,Imperial County,CA,33.0113694,-115.4733554,950,0.50,0.95,42
Independence CountyAR,Independence County,AR,35.8174139,-91.5983959,950,0.50,0.95,42
Indian River CountyFL,Indian River County,FL,27.6947732,-80.543845,950,0.50,0.95,42
Indiana CountyPA,Indiana County,PA,40.6850762,-79.1096901,950,0.50,0.95,42
Ingham CountyMI,Ingham County,MI,42.6468943,-84.3542049,950,0.50,0.95,42
Inyo CountyCA,Inyo County,CA,36.3091865,-117.5495846,950,0.50,0.95,42
Ionia CountyMI,Ionia County,MI,42.9892119,-85.023346,950,0.50,0.95,42
Iosco CountyMI,Iosco County,MI,44.340724,-83.0790865,950,0.50,0.95,42
Iowa CountyIA,Iowa County,IA,41.6624604,-92.0665197,950,0.50,0.95,42
Iowa CountyWI,Iowa County,WI,42.9416737,-90.0746767,950,0.50,0.95,42
Iredell CountyNC,Iredell County,NC,35.8310501,-80.8986502,950,0.50,0.95,42
Irion CountyTX,Irion County,TX,31.2557696,-100.8903099,950,0.50,0.95,42
Iron CountyMI,Iron County,MI,46.2758153,-88.4902778,950,0.50,0.95,42
Iron CountyMO,Iron County,MO,37.5515182,-90.6773046,950,0.50,0.95,42
Iron CountyUT,Iron County,UT,37.7854715,-113.1918021,950,0.50,0.95,42
Iron CountyWI,Iron County,WI,46.2855114,-90.2347734,950,0.50,0.95,42
Iroquois CountyIL,Iroquois County,IL,40.7740275,-87.697554,950,0.50,0.95,42
Irwin CountyGA,Irwin County,GA,31.5893221,-83.2934086,950,0.50,0.95,42
Isabela MunicipioPR,Isabela Municipio,PR,18.4561305,-67.0226297,950,0.50,0.95,42
Isabella CountyMI,Isabella County,MI,43.598799,-84.8567932,950,0.50,0.95,42
Isanti CountyMN,Isanti County,MN,45.6301379,-93.2537327,950,0.50,0.95,42
Island CountyWA,Island County,WA,48.19765,-122.579457,950,0.50,0.95,42
Isle of Wight CountyVA,Isle of Wight County,VA,36.9288915,-76.6874701,950,0.50,0.95,42
Issaquena CountyMS,Issaquena County,MS,32.8494351,-91.0203224,950,0.50,0.95,42
Itasca CountyMN,Itasca County,MN,47.5507924,-93.5683651,950,0.50,0.95,42
Itawamba CountyMS,Itawamba County,MS,34.2317882,-88.4016041,950,0.50,0.95,42
Izard CountyAR,Izard County,AR,36.1610924,-91.9099238,950,0.50,0.95,42
Jack CountyTX,Jack County,TX,33.2560382,-98.2212979,950,0.50,0.95,42
Jackson CountyAL,Jackson County,AL,34.7090388,-86.0121573,950,0.50,0.95,42
Jackson CountyAR,Jackson County,AR,35.6479574,-91.135302,950,0.50,0.95,42
Jackson CountyCO,Jackson County,CO,40.6819242,-106.2522143,950,0.50,0.95,42
Jackson CountyFL,Jackson County,FL,30.7150882,-85.1894045,950,0.50,0.95,42
Jackson CountyGA,Jackson County,GA,34.1174511,-83.5496566,950,0.50,0.95,42
Jackson CountyIA,Jackson County,IA,42.1560699,-90.5257823,950,0.50,0.95,42
Jackson CountyIL,Jackson County,IL,37.7218304,-89.3226954,950,0.50,0.95,42
Jackson CountyIN,Jackson County,IN,38.8794321,-86.0529604,950,0.50,0.95,42
Jackson CountyKS,Jackson County,KS,39.4241422,-95.8142885,950,0.50,0.95,42
Jackson CountyKY,Jackson County,KY,37.4023274,-84.0167423,950,0.50,0.95,42
Jackson CountyMI,Jackson County,MI,42.1764362,-84.3542049,950,0.50,0.95,42
Jackson CountyMN,Jackson County,MN,43.598799,-95.1432068,950,0.50,0.95,42
Jackson CountyMO,Jackson County,MO,38.9914998,-94.315422,950,0.50,0.95,42
Jackson CountyMS,Jackson County,MS,30.4278212,-88.556531,950,0.50,0.95,42
Jackson CountyNC,Jackson County,NC,35.3265409,-83.1220074,950,0.50,0.95,42
Jackson CountyOH,Jackson County,OH,39.0060382,-82.6483442,950,0.50,0.95,42
Jackson CountyOK,Jackson County,OK,34.5834576,-99.456155,950,0.50,0.95,42
Jackson CountyOR,Jackson County,OR,42.334535,-122.7646577,950,0.50,0.95,42
Jackson CountySD,Jackson County,SD,43.6648065,-101.5248055,950,0.50,0.95,42
Jackson CountyTN,Jackson County,TN,36.4004931,-85.643487,950,0.50,0.95,42
Jackson CountyTX,Jackson County,TX,28.9340886,-96.5356449,950,0.50,0.95,42
Jackson CountyWI,Jackson County,WI,44.3206549,-90.8294002,950,0.50,0.95,42
Jackson CountyWV,Jackson County,WV,38.8139943,-81.647344,950,0.50,0.95,42
Jackson ParishLA,Jackson Parish,LA,32.2399791,-92.539603,950,0.50,0.95,42
James City CountyVA,James City County,VA,37.3002132,-76.8028933,950,0.50,0.95,42
James CityVA,James City,VA,37.3002132,-76.8028933,950,0.50,0.95,42
Jasper CountyGA,Jasper County,GA,33.3246924,-83.7199136,950,0.50,0.95,42
Jasper CountyIA,Jasper County,IA,41.6414924,-93.0175712,950,0.50,0.95,42
Jasper CountyIL,Jasper County,IL,39.0554965,-88.0900762,950,0.50,0.95,42
Jasper CountyIN,Jasper County,IN,41.0040981,-87.1422895,950,0.50,0.95,42
Jasper CountyMO,Jasper County,MO,37.1745565,-94.356513,950,0.50,0.95,42
Jasper CountyMS,Jasper County,MS,32.0810429,-89.1705998,950,0.50,0.95,42
Jasper CountySC,Jasper County,SC,32.491436,-81.0754657,950,0.50,0.95,42
Jasper CountyTX,Jasper County,TX,30.9263644,-93.9878427,950,0.50,0.95,42
Jay CountyIN,Jay County,IN,40.4465288,-85.023346,950,0.50,0.95,42
Jayuya MunicipioPR,Jayuya Municipio,PR,18.2184715,-66.5950312,950,0.50,0.95,42
Jeff Davis CountyGA,Jeff Davis County,GA,31.8234851,-82.605118,950,0.50,0.95,42
Jeff Davis CountyTX,Jeff Davis County,TX,30.750805,-104.1930918,950,0.50,0.95,42
Jefferson CountyAL,Jefferson County,AL,33.4914122,-86.9824288,950,0.50,0.95,42
Jefferson CountyAR,Jefferson County,AR,34.227351,-91.9099238,950,0.50,0.95,42
Jefferson CountyCO,Jefferson County,CO,39.5800298,-105.2662931,950,0.50,0.95,42
Jefferson CountyFL,Jefferson County,FL,30.4311978,-83.8897057,950,0.50,0.95,42
Jefferson CountyGA,Jefferson County,GA,33.0740753,-82.4319405,950,0.50,0.95,42
Jefferson CountyIA,Jefferson County,IA,41.0236358,-91.9099238,950,0.50,0.95,42
Jefferson CountyID,Jefferson County,ID,43.7640903,-112.2493671,950,0.50,0.95,42
Jefferson CountyIL,Jefferson County,IL,38.2267348,-88.864698,950,0.50,0.95,42
Jefferson CountyIN,Jefferson County,IN,38.7751543,-85.4788065,950,0.50,0.95,42
Jefferson CountyKS,Jefferson County,KS,39.2827652,-95.3102505,950,0.50,0.95,42
Jefferson CountyKY,Jefferson County,KY,38.1938097,-85.643487,950,0.50,0.95,42
